"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10551","Тест добавления товаров в корзину","","Sun May 25 16:34:33 GMT 2025","passed","Sun May 25 16:34:44 GMT 2025","","tests.Tests","tests.Tests","successAddProductsToCartTest"
